Month_year,Consultation_Type,Case,Under 1 Male,Under 1 Female,1-4 Male,1-4 Female,5-9 Male,5-9 Female,10-14 Male,10-14 Female,15-18 Male,15-18 Female,19-24 Male,19-24 Female,25-29 Male,25-29 Female,30-34 Male,30-34 Female,35-39 Male,35-39 Female,40-44 Male,40-44 Female,45-49 Male,45-49 Female,50-54 Male,50-54 Female,55-59 Male,55-59 Female,60-64 Male,60-64 Female,65-69 Male,65-69 Female,70 Over Male,70 Over Female
2024 - 11,2,61,2.0,3.0,15.0,14.0,31.0,31.0,52.0,41.0,19.0,22.0,6.0,15.0,2.0,10.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,2.0,
2024 - 11,2,12,2.0,,6.0,12.0,16.0,12.0,4.0,13.0,1.0,17.0,4.0,11.0,1.0,11.0,2.0,16.0,1.0,7.0,1.0,4.0,1.0,4.0,,5.0,,7.0,2.0,4.0,,5.0,1.0,6.0
2024 - 11,2,46,10.0,7.0,19.0,12.0,3.0,1.0,2.0,2.0,5.0,4.0,7.0,11.0,,1.0,,5.0,1.0,1.0,,2.0,2.0,,,,,,1.0,1.0,,,3.0,4.0
2024 - 11,2,17,,,14.0,8.0,16.0,1.0,5.0,,6.0,4.0,10.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,,,,1.0,3.0,1.0,,2.0,,1.0,
2024 - 11,2,16,1.0,1.0,12.0,3.0,11.0,6.0,10.0,10.0,2.0,2.0,5.0,3.0,2.0,2.0,,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,1.0,,
2024 - 11,2,62,,,,,1.0,,1.0,,,,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,3.0,1.0,,,2.0,2.0,4.0,2.0,5.0,5.0,2.0,6.0,8.0,3.0
2024 - 11,2,35,,,,,,1.0,,,2.0,,4.0,3.0,3.0,7.0,2.0,7.0,1.0,4.0,2.0,,1.0,2.0,2.0,2.0,,1.0,1.0,,,3.0,,3.0
2024 - 11,2,36,,,,,,,,,,,,,,,3.0,3.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,5.0
2024 - 11,2,50,,,5.0,3.0,9.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,,,1.0,,2.0,,,,3.0,,2.0,,1.0,,1.0,,1.0,1.0,1.0
2024 - 11,3,38,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,
2024 - 11,3,64,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,1.0
2024 - 11,3,51,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,
2024 - 11,3,23,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,1.0,
2024 - 11,3,22,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0
2024 - 11,3,148,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2024 - 11,3,149,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 - 11,3,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2024 - 11,3,151,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2024 - 11,3,152,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2023 - 11,1,4,,1.0,2.0,11.0,17.0,17.0,15.0,4.0,4.0,14.0,9.0,16.0,3.0,9.0,5.0,7.0,6.0,4.0,1.0,4.0,4.0,6.0,2.0,6.0,,2.0,,4.0,,2.0,3.0,3.0
2023 - 11,1,82,,,,1.0,,1.0,1.0,,3.0,2.0,2.0,,2.0,1.0,2.0,4.0,,,1.0,5.0,7.0,2.0,1.0,1.0,3.0,4.0,,1.0,1.0,3.0,5.0,6.0
2023 - 11,1,6,52.0,41.0,64.0,58.0,42.0,44.0,19.0,15.0,5.0,5.0,3.0,7.0,4.0,6.0,3.0,1.0,1.0,6.0,2.0,4.0,,2.0,3.0,1.0,1.0,4.0,,2.0,3.0,2.0,5.0,4.0
2023 - 11,1,7,4.0,4.0,2.0,9.0,5.0,7.0,3.0,4.0,6.0,2.0,4.0,1.0,,,,4.0,4.0,1.0,3.0,3.0,4.0,2.0,7.0,6.0,5.0,4.0,2.0,5.0,3.0,6.0,7.0,12.0
2023 - 11,1,1,38.0,27.0,134.0,106.0,96.0,96.0,59.0,39.0,32.0,18.0,13.0,16.0,13.0,9.0,5.0,5.0,1.0,1.0,3.0,4.0,,2.0,1.0,1.0,3.0,,1.0,2.0,1.0,,2.0,2.0
2023 - 11,1,17,,,8.0,5.0,8.0,9.0,4.0,6.0,4.0,1.0,6.0,2.0,,,2.0,,,,,2.0,1.0,,1.0,,1.0,1.0,1.0,,3.0,1.0,,1.0
2023 - 11,1,5,4.0,7.0,11.0,17.0,5.0,11.0,3.0,2.0,2.0,1.0,,4.0,1.0,,,2.0,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0
2023 - 11,1,59,9.0,3.0,20.0,11.0,12.0,15.0,3.0,6.0,2.0,1.0,,3.0,1.0,4.0,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,
2023 - 11,1,60,3.0,3.0,8.0,6.0,3.0,6.0,3.0,4.0,1.0,4.0,2.0,2.0,,1.0,,,,3.0,,,2.0,,1.0,2.0,1.0,1.0,2.0,,1.0,,4.0,2.0
2023 - 11,1,3,11.0,5.0,36.0,37.0,27.0,20.0,10.0,8.0,3.0,2.0,4.0,4.0,,3.0,,3.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,,1.0,2.0,2.0
2023 - 11,2,153,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2023 - 11,2,15,1.0,,8.0,8.0,2.0,2.0,4.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,
2023 - 11,2,11,6.0,4.0,15.0,14.0,12.0,6.0,3.0,2.0,2.0,,2.0,3.0,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,
2023 - 11,2,50,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0
2023 - 11,2,62,,,,1.0,1.0,1.0,,,1.0,,3.0,3.0,4.0,3.0,,1.0,,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,7.0,15.0
2023 - 11,2,48,,,2.0,6.0,13.0,29.0,24.0,13.0,12.0,11.0,4.0,6.0,2.0,3.0,,2.0,1.0,2.0,,,,,,,,,,1.0,,,,
2023 - 11,2,47,42.0,22.0,67.0,52.0,30.0,28.0,7.0,9.0,4.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,
2023 - 11,2,16,,1.0,5.0,8.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,,1.0,,,,,,,,1.0,,,,2.0,,,,,,,1.0
2023 - 11,2,14,2.0,2.0,7.0,10.0,7.0,5.0,4.0,4.0,3.0,3.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,
2023 - 11,2,12,4.0,,10.0,14.0,6.0,15.0,5.0,5.0,1.0,11.0,1.0,11.0,1.0,4.0,2.0,3.0,1.0,1.0,,1.0,1.0,3.0,2.0,4.0,2.0,1.0,,3.0,,3.0,1.0,2.0
2023 - 11,3,63,1.0,1.0,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,1.0,,,1.0,1.0,,1.0,3.0,2.0
2023 - 11,3,154,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
2023 - 11,3,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2023 - 11,3,156,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 11,3,157,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2023 - 11,3,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 11,3,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2023 - 11,3,160,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 11,3,161,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
2023 - 11,3,162,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0
2023 - 10,1,1,38.0,32.0,153.0,117.0,73.0,82.0,54.0,21.0,23.0,20.0,19.0,16.0,9.0,5.0,1.0,2.0,,3.0,2.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,
2023 - 10,1,6,96.0,68.0,80.0,72.0,47.0,24.0,18.0,9.0,10.0,7.0,1.0,5.0,1.0,6.0,1.0,6.0,4.0,1.0,1.0,4.0,1.0,5.0,3.0,3.0,1.0,,,3.0,1.0,2.0,2.0,8.0
2023 - 10,1,3,13.0,4.0,32.0,23.0,29.0,19.0,12.0,11.0,5.0,10.0,2.0,4.0,2.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2023 - 10,1,4,,1.0,7.0,12.0,23.0,24.0,10.0,12.0,9.0,4.0,8.0,8.0,4.0,4.0,2.0,7.0,3.0,3.0,3.0,6.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,,4.0,,4.0
2023 - 10,1,7,10.0,5.0,7.0,8.0,7.0,6.0,1.0,5.0,1.0,2.0,1.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,5.0,4.0,3.0,4.0,2.0,7.0,4.0,3.0,8.0,7.0,,13.0,11.0
2023 - 10,1,59,9.0,3.0,36.0,16.0,15.0,13.0,5.0,4.0,5.0,5.0,1.0,2.0,2.0,3.0,,4.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,
2023 - 10,1,10,,,,,,,2.0,4.0,,3.0,2.0,5.0,,2.0,1.0,2.0,5.0,7.0,2.0,5.0,1.0,4.0,1.0,2.0,3.0,7.0,3.0,6.0,2.0,5.0,4.0,13.0
2023 - 10,1,8,,,2.0,2.0,2.0,6.0,1.0,5.0,6.0,4.0,4.0,7.0,3.0,3.0,2.0,5.0,2.0,4.0,1.0,4.0,1.0,2.0,,,3.0,2.0,,1.0,,4.0,,2.0
2023 - 10,1,5,7.0,9.0,18.0,17.0,5.0,3.0,1.0,2.0,,1.0,,2.0,,2.0,1.0,,,2.0,,1.0,,,,1.0,,,,2.0,,,,
2023 - 10,1,17,,1.0,9.0,3.0,15.0,2.0,6.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,,,1.0,2.0,2.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,,,1.0
2023 - 10,2,47,61.0,40.0,72.0,58.0,27.0,17.0,6.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,
2023 - 10,2,61,5.0,1.0,7.0,7.0,7.0,23.0,21.0,9.0,9.0,11.0,8.0,5.0,1.0,1.0,,2.0,,,1.0,,3.0,,2.0,,,,,,,,,
2023 - 10,2,12,1.0,,2.0,9.0,7.0,11.0,4.0,7.0,2.0,6.0,3.0,6.0,2.0,4.0,2.0,6.0,,3.0,,6.0,,3.0,,2.0,2.0,,,2.0,,1.0,,5.0
2023 - 10,2,11,7.0,7.0,21.0,17.0,10.0,4.0,4.0,6.0,2.0,3.0,1.0,2.0,,3.0,,1.0,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,
2023 - 10,2,17,1.0,1.0,11.0,4.0,12.0,1.0,6.0,2.0,,3.0,2.0,2.0,4.0,4.0,3.0,,,1.0,,1.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,,,2.0
2023 - 10,2,15,3.0,,13.0,4.0,8.0,10.0,4.0,5.0,2.0,2.0,1.0,3.0,,,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,2.0
2023 - 10,2,16,2.0,,13.0,8.0,2.0,6.0,8.0,3.0,4.0,2.0,2.0,3.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,
2023 - 10,2,34,15.0,9.0,1.0,10.0,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,2.0,,1.0,5.0
2023 - 10,2,14,3.0,4.0,7.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,
2023 - 10,2,76,1.0,,12.0,7.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 10,3,63,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,1.0,
2023 - 10,3,47,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 10,3,23,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,
2023 - 10,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2023 - 10,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2023 - 10,3,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2023 - 10,3,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2023 - 10,3,164,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2023 - 10,3,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2023 - 10,3,166,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2024 - 10,1,1,23.0,14.0,93.0,101.0,81.0,69.0,54.0,43.0,23.0,17.0,11.0,9.0,7.0,7.0,5.0,5.0,,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0,1.0,3.0,5.0,6.0
2024 - 10,1,6,40.0,27.0,52.0,49.0,20.0,23.0,6.0,5.0,4.0,1.0,2.0,6.0,,1.0,,,1.0,3.0,2.0,1.0,,,,,1.0,2.0,,2.0,1.0,,13.0,14.0
2024 - 10,1,3,4.0,2.0,40.0,28.0,33.0,23.0,13.0,6.0,4.0,7.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,3.0,,1.0,3.0,2.0,1.0,1.0,5.0,2.0
2024 - 10,1,7,10.0,9.0,14.0,9.0,8.0,5.0,6.0,4.0,9.0,4.0,2.0,6.0,2.0,1.0,4.0,3.0,4.0,3.0,6.0,2.0,8.0,4.0,8.0,1.0,5.0,1.0,3.0,2.0,2.0,4.0,18.0,21.0
2024 - 10,1,4,,1.0,4.0,9.0,12.0,20.0,8.0,12.0,2.0,7.0,4.0,7.0,,5.0,1.0,2.0,1.0,4.0,3.0,2.0,,,3.0,,2.0,,2.0,3.0,,,,3.0
2024 - 10,1,8,,,1.0,,1.0,3.0,3.0,6.0,4.0,7.0,2.0,15.0,1.0,7.0,2.0,11.0,3.0,9.0,2.0,8.0,,2.0,,5.0,,3.0,,9.0,1.0,1.0,2.0,3.0
2024 - 10,1,59,3.0,4.0,13.0,11.0,10.0,8.0,11.0,7.0,4.0,4.0,2.0,3.0,1.0,7.0,,4.0,1.0,,2.0,2.0,,,,2.0,2.0,2.0,,1.0,,,4.0,2.0
2024 - 10,1,5,18.0,8.0,26.0,11.0,8.0,1.0,5.0,1.0,,1.0,2.0,,1.0,3.0,,,,1.0,1.0,,,,1.0,1.0,2.0,1.0,,,1.0,2.0,6.0,8.0
2024 - 10,1,10,,,,,2.0,,3.0,7.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,8.0,3.0,1.0,3.0,7.0,5.0,5.0,2.0,9.0,2.0,5.0,3.0,9.0,3.0,6.0
2024 - 10,1,60,5.0,7.0,24.0,15.0,4.0,6.0,,3.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,,,,,2.0,,,,1.0,3.0,4.0,,1.0,,3.0,3.0
2024 - 10,2,47,66.0,42.0,125.0,94.0,26.0,32.0,10.0,7.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,6.0
2024 - 10,2,48,2.0,,10.0,10.0,27.0,19.0,38.0,24.0,24.0,16.0,8.0,12.0,4.0,5.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,
2024 - 10,2,14,8.0,10.0,32.0,45.0,29.0,14.0,8.0,8.0,6.0,3.0,3.0,5.0,,1.0,,2.0,,2.0,,,,,3.0,1.0,,,,1.0,,,1.0,3.0
2024 - 10,2,12,2.0,1.0,2.0,12.0,5.0,31.0,8.0,12.0,1.0,10.0,5.0,19.0,4.0,7.0,1.0,20.0,,7.0,,7.0,,3.0,,4.0,,3.0,,6.0,1.0,3.0,3.0,5.0
2024 - 10,2,11,16.0,7.0,42.0,18.0,11.0,6.0,5.0,4.0,,1.0,2.0,2.0,1.0,3.0,,,1.0,1.0,2.0,1.0,1.0,,1.0,4.0,3.0,,2.0,2.0,,1.0,3.0,7.0
2024 - 10,2,16,1.0,2.0,23.0,14.0,22.0,13.0,16.0,13.0,3.0,3.0,5.0,4.0,3.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,,3.0,
2024 - 10,2,17,,,11.0,2.0,11.0,4.0,4.0,3.0,4.0,1.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,,4.0,1.0,2.0,2.0,,,3.0,1.0,2.0,,,2.0,1.0,4.0
2024 - 10,2,35,,,,,2.0,1.0,2.0,4.0,2.0,3.0,5.0,6.0,1.0,6.0,2.0,4.0,4.0,6.0,3.0,6.0,1.0,2.0,1.0,5.0,,1.0,,1.0,1.0,2.0,1.0,5.0
2024 - 10,2,62,,,,,1.0,,,,,,3.0,2.0,3.0,1.0,,1.0,3.0,,2.0,2.0,2.0,,5.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,9.0,15.0
2024 - 10,2,167,,,,,,1.0,,,1.0,,1.0,,1.0,,2.0,,1.0,2.0,,6.0,1.0,6.0,1.0,2.0,,6.0,2.0,3.0,,2.0,3.0,2.0
2024 - 10,3,64,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,
2024 - 10,3,22,,,,,,,,,,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,1.0,
2024 - 10,3,23,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,2.0
2024 - 10,3,63,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0
2024 - 10,3,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2024 - 10,3,169,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 - 10,3,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2024 - 10,3,171,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2024 - 10,3,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2024 - 10,3,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2023 - 9,1,1,25.0,32.0,102.0,94.0,86.0,44.0,30.0,24.0,16.0,10.0,11.0,7.0,5.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,,,1.0,,1.0,,2.0,,1.0
2023 - 9,1,6,77.0,54.0,69.0,66.0,53.0,29.0,5.0,7.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,
2023 - 9,1,3,10.0,10.0,29.0,28.0,23.0,18.0,6.0,11.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,3.0,,,,1.0,1.0,1.0,,,1.0,1.0,2.0,3.0
2023 - 9,1,4,,,13.0,11.0,14.0,14.0,7.0,12.0,5.0,6.0,5.0,10.0,1.0,3.0,3.0,3.0,,3.0,,1.0,6.0,3.0,,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,6.0
2023 - 9,1,7,8.0,2.0,14.0,3.0,4.0,6.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,,3.0,5.0,3.0,,5.0,4.0,9.0,1.0,1.0,3.0,5.0,5.0,9.0,11.0
2023 - 9,1,10,,,,,2.0,1.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,1.0,,4.0,,4.0,3.0,4.0,2.0,6.0,2.0,5.0,3.0,4.0,6.0,4.0,2.0,4.0,1.0,13.0
2023 - 9,1,8,,,1.0,3.0,7.0,4.0,5.0,4.0,3.0,3.0,7.0,5.0,1.0,2.0,4.0,4.0,2.0,7.0,3.0,4.0,4.0,2.0,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,4.0
2023 - 9,1,59,5.0,5.0,13.0,11.0,8.0,7.0,3.0,2.0,1.0,8.0,1.0,3.0,1.0,2.0,3.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0
2023 - 9,1,60,9.0,1.0,9.0,8.0,4.0,5.0,5.0,6.0,4.0,2.0,2.0,2.0,,,1.0,2.0,,,3.0,1.0,,,1.0,,1.0,,1.0,,1.0,2.0,7.0,1.0
2023 - 9,1,5,6.0,4.0,20.0,18.0,4.0,,,2.0,1.0,,1.0,2.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0
2023 - 9,2,47,51.0,27.0,66.0,62.0,21.0,17.0,5.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023 - 9,2,12,0.0,1.0,2.0,10.0,9.0,9.0,4.0,6.0,0.0,7.0,1.0,8.0,1.0,4.0,2.0,1.0,0.0,4.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,6.0
2023 - 9,2,11,9.0,5.0,21.0,17.0,4.0,6.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2023 - 9,2,17,0.0,0.0,9.0,7.0,13.0,3.0,7.0,2.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2023 - 9,2,61,1.0,0.0,6.0,6.0,5.0,10.0,9.0,3.0,8.0,8.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 - 9,2,34,17.0,4.0,14.0,4.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
2023 - 9,2,15,1.0,2.0,5.0,8.0,3.0,5.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2023 - 9,2,16,1.0,0.0,4.0,2.0,6.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 - 9,2,76,0.0,1.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 - 9,2,14,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023 - 9,3,63,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,2.0,,,
2023 - 9,3,174,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2023 - 9,3,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2023 - 9,3,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2023 - 9,3,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2023 - 9,3,178,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 9,3,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
2023 - 9,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2023 - 9,3,181,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2023 - 9,3,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2024 - 9,1,1,11.0,8.0,63.0,41.0,52.0,39.0,26.0,18.0,17.0,22.0,14.0,12.0,6.0,4.0,2.0,6.0,5.0,,3.0,1.0,,,1.0,2.0,,1.0,1.0,,,1.0,6.0,7.0
2024 - 9,1,3,4.0,2.0,36.0,26.0,24.0,14.0,5.0,7.0,,9.0,2.0,12.0,2.0,1.0,2.0,3.0,,1.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,,,5.0,3.0,5.0
2024 - 9,1,7,2.0,1.0,13.0,8.0,5.0,8.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,5.0,4.0,6.0,6.0,4.0,,4.0,6.0,6.0,12.0,3.0,17.0,16.0
2024 - 9,1,4,,,12.0,8.0,19.0,24.0,9.0,7.0,5.0,12.0,3.0,6.0,2.0,7.0,7.0,6.0,4.0,5.0,2.0,3.0,1.0,3.0,1.0,,1.0,1.0,3.0,2.0,,1.0,1.0,3.0
2024 - 9,1,6,17.0,19.0,22.0,22.0,12.0,11.0,5.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,2.0,,1.0,,1.0,2.0,,1.0,,9.0,12.0
2024 - 9,1,8,,,,,3.0,2.0,4.0,7.0,8.0,8.0,1.0,14.0,,5.0,4.0,9.0,,1.0,5.0,6.0,4.0,4.0,,3.0,2.0,,1.0,,,2.0,2.0,9.0
2024 - 9,1,10,,,,1.0,1.0,,3.0,7.0,,3.0,2.0,3.0,2.0,7.0,2.0,3.0,4.0,3.0,6.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0
2024 - 9,1,5,6.0,2.0,16.0,16.0,3.0,6.0,1.0,,4.0,,4.0,3.0,,2.0,1.0,,2.0,,,2.0,,1.0,,,2.0,1.0,,1.0,,1.0,1.0,3.0
2024 - 9,1,17,1.0,,6.0,5.0,4.0,4.0,5.0,4.0,5.0,,7.0,1.0,1.0,,3.0,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,,,,2.0,4.0
2024 - 9,1,33,,,,,3.0,,2.0,5.0,2.0,3.0,5.0,3.0,,2.0,4.0,1.0,4.0,3.0,6.0,2.0,1.0,,2.0,4.0,1.0,3.0,3.0,,,1.0,1.0,2.0
2024 - 9,2,47,21.0,13.0,67.0,57.0,22.0,17.0,6.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,7.0,6.0
